sample_name	seqnames	start	end	width	strand	score	annotation_detailed	annotation_simple	tss_distance	gene_seqnames	gene_start	gene_end	gene_width	gene_strand	gene_id	transcript_id	species	sample_source	gene_marking_percent
Mouse BM (65.10%)	19	11944785	11944785	1	-	27	Intron (ENSMUST00000025590/ENSMUSG00000024687, intron 1 of 13)	Intron	1480	19	11943305	11971476	28172	1	ENSMUSG00000024687	ENSMUST00000025590	Mmusculus	bm	65.1
Mouse BM (65.10%)	8	12320367	12320367	1	-	26	Distal Intergenic	Distal Intergenic	-11844	8	12332211	12332612	402	1	ENSMUSG00000101899	ENSMUST00000189500	Mmusculus	bm	65.1
Mouse BM (65.10%)	17	40579593	40579593	1	+	26	Distal Intergenic	Distal Intergenic	-26414	17	40532668	40553179	20512	2	ENSMUSG00000025433	ENSMUST00000026499	Mmusculus	bm	65.1
Mouse BM (65.10%)	3	46950985	46950985	1	-	25	Distal Intergenic	Distal Intergenic	55089	3	47004817	47006074	1258	2	ENSMUSG00000072387	ENSMUST00000097152	Mmusculus	bm	65.1
Mouse BM (65.10%)	9	80085205	80085205	1	+	25	Intron (ENSMUST00000035889/ENSMUSG00000033577, intron 1 of 32)	Intron	12696	9	80072509	80215379	142871	1	ENSMUSG00000033577	ENSMUST00000184480	Mmusculus	bm	65.1
Mouse BM (65.10%)	19	61268016	61268016	1	-	25	Distal Intergenic	Distal Intergenic	-21789	19	61245972	61246227	256	2	ENSMUSG00000117951	ENSMUST00000237978	Mmusculus	bm	65.1
Mouse BM (65.10%)	6	118115447	118115447	1	-	24	Intron (ENSMUST00000049344/ENSMUSG00000042042, intron 1 of 7)	Intron	654	6	118084413	118116101	31689	2	ENSMUSG00000042042	ENSMUST00000049344	Mmusculus	bm	65.1
Mouse BM (65.10%)	10	44385090	44385090	1	-	24	Intron (ENSMUST00000167340/ENSMUSG00000038151, intron 1 of 3)	Intron	19407	10	44322713	44404497	81785	2	ENSMUSG00000038151	ENSMUST00000167340	Mmusculus	bm	65.1
Mouse BM (65.10%)	17	25114718	25114718	1	+	22	3' UTR	3' UTR	609	17	25114109	25115090	982	1	ENSMUSG00000038880	ENSMUST00000138648	Mmusculus	bm	65.1
Mouse BM (65.10%)	3	37891739	37891739	1	+	20	Promoter (<=1kb)	Promoter	-878	3	37892617	37893722	1106	1	ENSMUSG00000106621	ENSMUST00000198394	Mmusculus	bm	65.1
Mouse BM (65.10%)	3	50547915	50547915	1	-	20	Intron (ENSMUST00000194629/ENSMUSG00000102715, intron 1 of 4)	Intron	4978	3	50552518	50552893	376	2	ENSMUSG00000103745	ENSMUST00000193366	Mmusculus	bm	65.1
Mouse BM (65.10%)	8	68567085	68567085	1	+	20	Intron (ENSMUST00000212960/ENSMUSG00000030465, intron 2 of 16)	Intron	6880	8	68552106	68573965	21860	2	ENSMUSG00000030465	ENSMUST00000185416	Mmusculus	bm	65.1
Mouse BM (65.10%)	3	108098633	108098633	1	+	19	3' UTR	3' UTR	3216	3	108095417	108099083	3667	1	ENSMUSG00000050947	ENSMUST00000155782	Mmusculus	bm	65.1
Mouse BM (65.10%)	1	71883400	71883400	1	-	18	Exon (ENSMUST00000194017/ENSMUSG00000102689, exon 1 of 1)	Exon	2369	1	71882249	71885769	3521	2	ENSMUSG00000102689	ENSMUST00000194017	Mmusculus	bm	65.1
Mouse BM (65.10%)	15	41970436	41970436	1	+	18	Distal Intergenic	Distal Intergenic	-39487	15	41904821	41930949	26129	2	ENSMUSG00000115986	ENSMUST00000229247	Mmusculus	bm	65.1
Mouse BM (65.10%)	16	17309636	17309636	1	+	18	Intron (ENSMUST00000115685/ENSMUSG00000022763, intron 1 of 20)	Intron	1925	16	17307711	17323270	15560	1	ENSMUSG00000022763	ENSMUST00000231508	Mmusculus	bm	65.1
Mouse BM (65.10%)	4	97598629	97598629	1	-	17	Intron (ENSMUST00000146447/ENSMUSG00000048747, intron 2 of 5)	Intron	-19656	4	97457427	97578973	121547	2	ENSMUSG00000048747	ENSMUST00000186369	Mmusculus	bm	65.1
Mouse BM (65.10%)	7	143827173	143827173	1	-	17	Intron (ENSMUST00000105902/ENSMUSG00000037541, intron 14 of 22)	Intron	-11003	7	143838176	143978219	140044	1	ENSMUSG00000037541	ENSMUST00000146006	Mmusculus	bm	65.1
Mouse BM (65.10%)	4	55986792	55986792	1	+	16	Intron (ENSMUST00000246887/ENSMUSG00000085643, intron 2 of 6)	Intron	6947	4	55969023	55993739	24717	2	ENSMUSG00000085643	ENSMUST00000134099	Mmusculus	bm	65.1
Mouse BM (65.10%)	11	55176112	55176112	1	+	15	Intron (ENSMUST00000068853/ENSMUSG00000055333, intron 9 of 23)	Intron	26971	11	55141436	55203083	61648	2	ENSMUSG00000055333	ENSMUST00000108864	Mmusculus	bm	65.1
Mouse BM (65.10%)	16	84485589	84485589	1	-	15	Intron (ENSMUST00000231907/ENSMUSG00000116674, intron 1 of 1)	Intron	2225	16	84483364	84492594	9231	1	ENSMUSG00000116674	ENSMUST00000231907	Mmusculus	bm	65.1
Mouse BM (65.10%)	6	34683674	34683674	1	-	14	Intron (ENSMUST00000079391/ENSMUSG00000029761, intron 3 of 13)	Intron	-2703	6	34686377	34752408	66032	1	ENSMUSG00000029761	ENSMUST00000115021	Mmusculus	bm	65.1
Mouse BM (65.10%)	10	12255598	12255598	1	+	14	Distal Intergenic	Distal Intergenic	11231	10	12244367	12244576	210	1	ENSMUSG00000065181	ENSMUST00000083247	Mmusculus	bm	65.1
Mouse BM (65.10%)	1	39993511	39993511	1	-	13	Intron (ENSMUST00000163854/ENSMUSG00000026074, intron 2 of 30)	Intron	-9804	1	40003315	40022304	18990	1	ENSMUSG00000026074	ENSMUST00000193514	Mmusculus	bm	65.1
Mouse BM (65.10%)	1	59263909	59263909	1	+	13	Intron (ENSMUST00000027178/ENSMUSG00000026024, intron 1 of 33)	Intron	-5624	1	59255503	59258285	2783	2	ENSMUSG00000026024	ENSMUST00000188469	Mmusculus	bm	65.1
Mouse BM (65.10%)	2	38819335	38819335	1	-	13	Promoter (1-2kb)	Promoter	-1635	2	38613382	38817700	204319	2	ENSMUSG00000063972	ENSMUST00000112877	Mmusculus	bm	65.1
Mouse BM (65.10%)	2	55495746	55495746	1	-	13	Distal Intergenic	Distal Intergenic	168569	2	55327177	55488152	160976	1	ENSMUSG00000026824	ENSMUST00000112632	Mmusculus	bm	65.1
Mouse BM (65.10%)	10	20813535	20813535	1	-	13	Distal Intergenic	Distal Intergenic	-14911	10	20828446	20956328	127883	1	ENSMUSG00000019986	ENSMUST00000105525	Mmusculus	bm	65.1
Mouse BM (65.10%)	2	16399836	16399836	1	-	12	Intron (ENSMUST00000028081/ENSMUSG00000026748, intron 1 of 13)	Intron	37908	2	16361928	16756668	394741	1	ENSMUSG00000026748	ENSMUST00000114702	Mmusculus	bm	65.1
Mouse BM (65.10%)	3	63892952	63892952	1	-	12	Intron (ENSMUST00000029405/ENSMUSG00000027823, intron 3 of 15)	Intron	9425	3	63883527	63930000	46474	1	ENSMUSG00000027823	ENSMUST00000029405	Mmusculus	bm	65.1
Mouse BM (65.10%)	6	120205831	120205831	1	-	11	Intron (ENSMUST00000125341/ENSMUSG00000041372, intron 3 of 19)	Intron	13773	6	120180034	120219604	39571	2	ENSMUSG00000041372	ENSMUST00000125341	Mmusculus	bm	65.1
Mouse BM (65.10%)	8	34307295	34307295	1	-	11	Intron (ENSMUST00000181120/ENSMUSG00000097442, intron 1 of 1)	Intron	4064	8	34303231	34323122	19892	1	ENSMUSG00000097442	ENSMUST00000181120	Mmusculus	bm	65.1
Mouse BM (65.10%)	15	12152698	12152698	1	-	11	Intron (ENSMUST00000122941/ENSMUSG00000022201, intron 8 of 19)	Intron	5829	15	12158419	12158527	109	2	ENSMUSG00002076430	ENSMUST00020183774	Mmusculus	bm	65.1
Mouse BM (65.10%)	16	23970892	23970892	1	+	11	Intron (ENSMUST00000230383/ENSMUSG00000121816, intron 2 of 3)	Intron	16419	16	23976951	23987311	10361	2	ENSMUSG00000116173	ENSMUST00000230625	Mmusculus	bm	65.1
Mouse BM (65.10%)	19	16190802	16190802	1	+	11	Intron (ENSMUST00000025541/ENSMUSG00000024639, intron 1 of 6)	Intron	-6194	19	16196996	16294638	97643	1	ENSMUSG00000024639	ENSMUST00000167656	Mmusculus	bm	65.1
Mouse BM (65.10%)	19	37201825	37201825	1	+	11	Distal Intergenic	Distal Intergenic	7236	19	37194589	37199376	4788	1	ENSMUSG00000023307	ENSMUST00000128530	Mmusculus	bm	65.1
Mouse BM (65.10%)	1	21937117	21937117	1	+	10	Intron (ENSMUST00000029667/ENSMUSG00000028033, intron 1 of 13)	Intron	-10991	1	21647868	21926126	278259	2	ENSMUSG00000028033	ENSMUST00000134505	Mmusculus	bm	65.1
Mouse BM (65.10%)	5	75163032	75163032	1	+	10	3' UTR	3' UTR	-13305	5	75146517	75149727	3211	2	ENSMUSG00000107306	ENSMUST00000201367	Mmusculus	bm	65.1
Mouse BM (65.10%)	5	134719177	134719177	1	+	10	Promoter (1-2kb)	Promoter	-1725	5	134684893	134717452	32560	2	ENSMUSG00000029674	ENSMUST00000015137	Mmusculus	bm	65.1
Mouse BM (65.10%)	6	125048598	125048598	1	+	10	Intron (ENSMUST00000088292/ENSMUSG00000067714, intron 1 of 1)	Intron	358	6	125048240	125059435	11196	1	ENSMUSG00000067714	ENSMUST00000140346	Mmusculus	bm	65.1
Mouse BM (65.10%)	11	32209481	32209481	1	+	10	Intron (ENSMUST00000124640/ENSMUSG00000020289, intron 2 of 10)	Intron	-3068	11	32181263	32206413	25151	2	ENSMUSG00000020289	ENSMUST00000109390	Mmusculus	bm	65.1
Mouse BM (65.10%)	15	82235630	82235630	1	+	10	Promoter (<=1kb)	Promoter	-222	15	82234362	82235408	1047	2	ENSMUSG00000022450	ENSMUST00000230589	Mmusculus	bm	65.1
Mouse BM (65.10%)	19	3064280	3064280	1	+	10	Distal Intergenic	Distal Intergenic	-120365	19	3184645	3184959	315	1	ENSMUSG00000117761	ENSMUST00000235610	Mmusculus	bm	65.1
Mouse BM (65.10%)	1	183376664	183376664	1	+	9	Distal Intergenic	Distal Intergenic	37664	1	183413978	183414328	351	2	ENSMUSG00000090533	ENSMUST00000172123	Mmusculus	bm	65.1
Mouse BM (65.10%)	7	143197197	143197197	1	+	9	Intron (ENSMUST00000207189/ENSMUSG00000109251, intron 1 of 2)	Intron	6192	7	143192995	143203389	10395	2	ENSMUSG00000010751	ENSMUST00000084396	Mmusculus	bm	65.1
Mouse BM (65.10%)	9	40661786	40661786	1	-	9	Intron (ENSMUST00000139577/ENSMUSG00000032024, intron 2 of 2)	Intron	11765	9	40672549	40673551	1003	2	ENSMUSG00000111189	ENSMUST00000216792	Mmusculus	bm	65.1
Mouse BM (65.10%)	10	90484074	90484074	1	+	9	Intron (ENSMUST00000183156/ENSMUSG00000058589, intron 16 of 25)	Intron	71220	10	90412854	90805682	392829	1	ENSMUSG00000058589	ENSMUST00000099364	Mmusculus	bm	65.1
Mouse BM (65.10%)	14	30035616	30035616	1	-	9	Intron (ENSMUST00000112250/ENSMUSG00000015968, intron 3 of 46)	Intron	39305	14	29782701	30074921	292221	2	ENSMUSG00000015968	ENSMUST00000238568	Mmusculus	bm	65.1
Mouse BM (65.10%)	8	122294284	122294284	1	-	8	Intron (ENSMUST00000059018/ENSMUSG00000052934, intron 1 of 8)	Intron	-7582	8	122282362	122286702	4341	2	ENSMUSG00000052934	ENSMUST00000180539	Mmusculus	bm	65.1
Mouse BM (65.10%)	9	51722400	51722400	1	-	8	Intron (ENSMUST00000146509/ENSMUSG00000053199, intron 2 of 4)	Intron	-4913	9	51727313	51740697	13385	1	ENSMUSG00000053199	ENSMUST00000126567	Mmusculus	bm	65.1
Mouse BM (65.10%)	13	102281444	102281444	1	-	8	Distal Intergenic	Distal Intergenic	-28901	13	102250625	102252543	1919	2	ENSMUSG00000102542	ENSMUST00000195109	Mmusculus	bm	65.1
Mouse BM (65.10%)	14	68765274	68765274	1	-	8	Intron (ENSMUST00000022640/ENSMUSG00000022056, intron 3 of 22)	Intron	5864	14	68734785	68771138	36354	2	ENSMUSG00000022056	ENSMUST00000022640	Mmusculus	bm	65.1
Mouse BM (65.10%)	15	55469575	55469575	1	-	8	Intron (ENSMUST00000022998/ENSMUSG00000022369, intron 15 of 21)	Intron	-11408	15	55480983	55483334	2352	1	ENSMUSG00000022369	ENSMUST00000171146	Mmusculus	bm	65.1
Mouse BM (65.10%)	17	73364113	73364113	1	+	8	Distal Intergenic	Distal Intergenic	20008	17	73344105	73344811	707	1	ENSMUSG00000120305	ENSMUST00000242869	Mmusculus	bm	65.1
Mouse BM (65.10%)	2	101797257	101797257	1	+	7	Intron (ENSMUST00000111222/ENSMUSG00000048058, intron 4 of 5)	Intron	-72711	2	101869968	101874168	4201	1	ENSMUSG00000085417	ENSMUST00000123891	Mmusculus	bm	65.1
Mouse BM (65.10%)	6	100033859	100033859	1	+	7	Distal Intergenic	Distal Intergenic	-65683	6	99944477	99968176	23700	2	ENSMUSG00000108151	ENSMUST00000204791	Mmusculus	bm	65.1
Mouse BM (65.10%)	7	114128734	114128734	1	+	7	Intron (ENSMUST00000032909/ENSMUSG00000030671, intron 12 of 15)	Intron	7765	7	114120969	114130257	9289	1	ENSMUSG00000030671	ENSMUST00000149455	Mmusculus	bm	65.1
Mouse BM (65.10%)	7	132485586	132485586	1	-	7	3' UTR	3' UTR	4482	7	132481104	132486839	5736	1	ENSMUSG00000030965	ENSMUST00000138436	Mmusculus	bm	65.1
Mouse BM (65.10%)	8	98615101	98615101	1	+	7	Distal Intergenic	Distal Intergenic	12315	8	98602786	98603152	367	1	ENSMUSG00000109645	ENSMUST00000210820	Mmusculus	bm	65.1
Mouse BM (65.10%)	10	16902208	16902208	1	-	7	Intron (ENSMUST00000207720/ENSMUSG00000101969, intron 1 of 12)	Intron	8196	10	16828445	16910404	81960	2	ENSMUSG00000101969	ENSMUST00000207495	Mmusculus	bm	65.1
Mouse BM (65.10%)	10	127537336	127537336	1	-	7	Distal Intergenic	Distal Intergenic	-3703	10	127541039	127556809	15771	1	ENSMUSG00000025401	ENSMUST00000079590	Mmusculus	bm	65.1
Mouse BM (65.10%)	16	81249020	81249020	1	+	7	Intron (ENSMUST00000037785/ENSMUSG00000022762, intron 5 of 15)	Intron	-13491	16	81262511	81314918	52408	1	ENSMUSG00000022762	ENSMUST00000232550	Mmusculus	bm	65.1
Mouse BM (65.10%)	16	91199245	91199245	1	-	7	Intron (ENSMUST00000023693/ENSMUSG00000022971, intron 8 of 8)	Intron	-3807	16	91203052	91222710	19659	1	ENSMUSG00000022969	ENSMUST00000156133	Mmusculus	bm	65.1
Mouse BM (65.10%)	17	10143994	10143994	1	+	7	Distal Intergenic	Distal Intergenic	4702	17	10145522	10148696	3175	2	ENSMUSG00000117227	ENSMUST00000232911	Mmusculus	bm	65.1
Mouse BM (65.10%)	19	10519921	10519921	1	+	7	Intron (ENSMUST00000236206/ENSMUSG00000034820, intron 10 of 10)	Intron	10168	19	10509753	10510736	984	1	ENSMUSG00000034820	ENSMUST00000236154	Mmusculus	bm	65.1
Mouse BM (65.10%)	1	83870198	83870198	1	+	6	Intron (ENSMUST00000189405/ENSMUSG00000100580, intron 1 of 4)	Intron	19094	1	83637271	83889292	252022	2	ENSMUSG00000100580	ENSMUST00000189405	Mmusculus	bm	65.1
Mouse BM (65.10%)	8	13189321	13189321	1	-	6	Promoter (<=1kb)	Promoter	-522	8	13189843	13192592	2750	1	ENSMUSG00000031446	ENSMUST00000139316	Mmusculus	bm	65.1
Mouse BM (65.10%)	12	20875124	20875124	1	-	6	Distal Intergenic	Distal Intergenic	-9344	12	20854382	20865780	11399	2	ENSMUSG00000099759	ENSMUST00000189625	Mmusculus	bm	65.1
Mouse BM (65.10%)	12	31889469	31889469	1	+	6	Intron (ENSMUST00000036862/ENSMUSG00000035933, intron 13 of 22)	Intron	10156	12	31896522	31899625	3104	2	ENSMUSG00000111987	ENSMUST00000220137	Mmusculus	bm	65.1
Mouse BM (65.10%)	12	82308791	82308791	1	-	6	Intron (ENSMUST00000166429/ENSMUSG00000042700, intron 2 of 22)	Intron	5432	12	82303359	82497045	193687	1	ENSMUSG00000042700	ENSMUST00000222714	Mmusculus	bm	65.1
Mouse BM (65.10%)	X	35345586	35345586	1	+	6	Distal Intergenic	Distal Intergenic	-30177	20	35375763	35434912	59150	1	ENSMUSG00000017057	ENSMUST00000033418	Mmusculus	bm	65.1
Mouse BM (65.10%)	1	46966828	46966828	1	+	5	Distal Intergenic	Distal Intergenic	-30789	1	46935743	46936039	297	2	ENSMUSG00000100160	ENSMUST00000185210	Mmusculus	bm	65.1
Mouse BM (65.10%)	1	80566141	80566141	1	-	5	Intron (ENSMUST00000077946/ENSMUSG00000038608, intron 11 of 55)	Intron	4408	1	80478905	80570549	91645	2	ENSMUSG00000038608	ENSMUST00000190595	Mmusculus	bm	65.1
Mouse BM (65.10%)	1	95545652	95545652	1	+	5	Intron (ENSMUST00000043336/ENSMUSG00000040710, intron 4 of 4)	Intron	30581	1	95574499	95576233	1735	2	ENSMUSG00000103197	ENSMUST00000193166	Mmusculus	bm	65.1
Mouse BM (65.10%)	1	184730380	184730380	1	-	5	Intron (ENSMUST00000027929/ENSMUSG00000026620, intron 1 of 17)	Intron	1292	1	184651714	184731672	79959	2	ENSMUSG00000026620	ENSMUST00000192657	Mmusculus	bm	65.1
Mouse BM (65.10%)	2	154986530	154986530	1	-	5	Intron (ENSMUST00000155360/ENSMUSG00000027598, intron 2 of 6)	Intron	11049	2	154975481	155054514	79034	1	ENSMUSG00000027598	ENSMUST00000123497	Mmusculus	bm	65.1
Mouse BM (65.10%)	3	103656922	103656922	1	-	5	Exon (ENSMUST00000200071/ENSMUSG00000008730, exon 1 of 1)	Exon	1408	3	103656679	103658330	1652	2	ENSMUSG00000008730	ENSMUST00000126351	Mmusculus	bm	65.1
Mouse BM (65.10%)	4	78842829	78842829	1	+	5	Distal Intergenic	Distal Intergenic	226940	4	78615889	78617165	1277	1	ENSMUSG00000083629	ENSMUST00000119326	Mmusculus	bm	65.1
Mouse BM (65.10%)	4	101025817	101025817	1	+	5	Intron (ENSMUST00000102781/ENSMUSG00000028530, intron 11 of 24)	Intron	-13501	4	101011446	101012316	871	2	ENSMUSG00000028530	ENSMUST00000151235	Mmusculus	bm	65.1
Mouse BM (65.10%)	7	84216021	84216021	1	-	5	Intron (ENSMUST00000180387/ENSMUSG00000097789, intron 1 of 2)	Intron	9029	7	84224923	84225050	128	2	ENSMUSG00000109513	ENSMUST00000208098	Mmusculus	bm	65.1
Mouse BM (65.10%)	7	113460017	113460017	1	-	5	Intron (ENSMUST00000046687/ENSMUSG00000038156, intron 3 of 15)	Intron	94606	7	113365411	113531314	165904	1	ENSMUSG00000038156	ENSMUST00000084696	Mmusculus	bm	65.1
Mouse BM (65.10%)	8	31935387	31935387	1	+	5	Distal Intergenic	Distal Intergenic	-46617	8	31982004	31990118	8115	1	ENSMUSG00000109605	ENSMUST00000211239	Mmusculus	bm	65.1
Mouse BM (65.10%)	8	54409696	54409696	1	+	5	Distal Intergenic	Distal Intergenic	44922	8	54364774	54365476	703	1	ENSMUSG00000110334	ENSMUST00000210505	Mmusculus	bm	65.1
Mouse BM (65.10%)	9	32844163	32844163	1	-	5	Distal Intergenic	Distal Intergenic	-3901	9	32816233	32840262	24030	2	ENSMUSG00000099025	ENSMUST00000185169	Mmusculus	bm	65.1
Mouse BM (65.10%)	9	68409405	68409405	1	+	5	Intron (ENSMUST00000214059/ENSMUSG00000111303, intron 3 of 3)	Intron	-8040	9	68417445	68417517	73	1	ENSMUSG00002075243	ENSMUST00020182422	Mmusculus	bm	65.1
Mouse BM (65.10%)	9	80043528	80043528	1	+	5	Promoter (<=1kb)	Promoter	-127	9	80043655	80051453	7799	1	ENSMUSG00000034252	ENSMUST00000175758	Mmusculus	bm	65.1
Mouse BM (65.10%)	10	61489540	61489540	1	+	5	Intron (ENSMUST00000020286/ENSMUSG00000020089, intron 2 of 10)	Intron	5140	10	61484400	61488599	4200	1	ENSMUSG00000020089	ENSMUST00000160470	Mmusculus	bm	65.1
Mouse BM (65.10%)	11	25828950	25828950	1	+	5	Intron (ENSMUST00000125773/ENSMUSG00000032985, intron 2 of 5)	Intron	-109809	11	25597915	25719141	121227	2	ENSMUSG00000032985	ENSMUST00000179180	Mmusculus	bm	65.1
Mouse BM (65.10%)	11	64944615	64944615	1	+	5	Intron (ENSMUST00000047463/ENSMUSG00000033389, intron 6 of 20)	Intron	6045	11	64892867	64950660	57794	2	ENSMUSG00000033389	ENSMUST00000130420	Mmusculus	bm	65.1
Mouse BM (65.10%)	X	55981934	55981934	1	-	5	Intron (ENSMUST00000154818/ENSMUSG00000053852, intron 10 of 22)	Intron	23153	20	55958781	55959311	531	1	ENSMUSG00000053852	ENSMUST00000168724	Mmusculus	bm	65.1
Mouse BM (65.10%)	2	84498526	84498526	1	-	4	Exon (ENSMUST00000133437/ENSMUSG00000086598, exon 5 of 5)	Exon	2472	2	84500361	84500998	638	2	ENSMUSG00000076437	ENSMUST00000189988	Mmusculus	bm	65.1
Mouse BM (65.10%)	2	133392711	133392711	1	-	4	Promoter (1-2kb)	Promoter	-1368	2	133394079	133404805	10727	1	ENSMUSG00000027358	ENSMUST00000028836	Mmusculus	bm	65.1
Mouse BM (65.10%)	3	63423721	63423721	1	-	4	Distal Intergenic	Distal Intergenic	27307	3	63396414	63396519	106	1	ENSMUSG00002076226	ENSMUST00020182993	Mmusculus	bm	65.1
Mouse BM (65.10%)	4	119417674	119417674	1	-	4	Intron (ENSMUST00000176012/ENSMUSG00000032998, intron 1 of 2)	Intron	-6419	4	119410853	119411255	403	2	ENSMUSG00000081678	ENSMUST00000119396	Mmusculus	bm	65.1
Mouse BM (65.10%)	5	21101781	21101781	1	+	4	Exon (ENSMUST00000196780/ENSMUSG00000039968, exon 7 of 7)	Exon	14276	5	21087505	21089682	2178	1	ENSMUSG00000045435	ENSMUST00000196723	Mmusculus	bm	65.1
Mouse BM (65.10%)	5	31922665	31922665	1	+	4	Intron (ENSMUST00000201352/ENSMUSG00000052139, intron 3 of 11)	Intron	-20062	5	31942727	31977987	35261	1	ENSMUSG00000052139	ENSMUST00000202270	Mmusculus	bm	65.1
Mouse BM (65.10%)	5	151075400	151075400	1	-	4	Intron (ENSMUST00000110483/ENSMUSG00000016128, intron 1 of 13)	Intron	-24392	5	150963108	151051008	87901	2	ENSMUSG00000016128	ENSMUST00000202111	Mmusculus	bm	65.1
Mouse BM (65.10%)	7	16006179	16006179	1	+	4	3' UTR	3' UTR	1363	7	16005938	16007542	1605	2	ENSMUSG00000091811	ENSMUST00000169612	Mmusculus	bm	65.1
Mouse BM (65.10%)	7	49511901	49511901	1	-	4	Distal Intergenic	Distal Intergenic	47951	7	49463950	49470338	6389	1	ENSMUSG00000109154	ENSMUST00000208559	Mmusculus	bm	65.1
Mouse BM (65.10%)	9	13595418	13595418	1	-	4	Intron (ENSMUST00000159294/ENSMUSG00000031925, intron 2 of 4)	Intron	21662	9	13573756	13618641	44886	1	ENSMUSG00000031925	ENSMUST00000177755	Mmusculus	bm	65.1
Mouse BM (65.10%)	9	28428266	28428266	1	-	4	Intron (ENSMUST00000115243/ENSMUSG00000062257, intron 2 of 7)	Intron	112801	9	28315465	28561584	246120	1	ENSMUSG00000062257	ENSMUST00000150098	Mmusculus	bm	65.1
Mouse BM (65.10%)	9	86511680	86511680	1	-	4	Intron (ENSMUST00000034989/ENSMUSG00000032418, intron 6 of 13)	Intron	-10890	9	86495594	86500790	5197	2	ENSMUSG00000032418	ENSMUST00000189847	Mmusculus	bm	65.1
Mouse BM (65.10%)	10	127873671	127873671	1	+	4	Intron (ENSMUST00000073868/ENSMUSG00000061315, intron 2 of 7)	Intron	2167	10	127871504	127884506	13003	1	ENSMUSG00000061315	ENSMUST00000092048	Mmusculus	bm	65.1
Mouse BM (65.10%)	11	18514232	18514232	1	+	4	Distal Intergenic	Distal Intergenic	14247	11	18527227	18528479	1253	2	ENSMUSG00000081101	ENSMUST00000118819	Mmusculus	bm	65.1
Mouse BM (65.10%)	16	17011395	17011395	1	-	4	Intron (ENSMUST00000232139/ENSMUSG00000038965, intron 2 of 4)	Intron	7928	16	16970182	17019323	49142	2	ENSMUSG00000038965	ENSMUST00000232668	Mmusculus	bm	65.1
Mouse BM (65.10%)	16	70590932	70590932	1	+	4	Distal Intergenic	Distal Intergenic	-46322	16	70544367	70544610	244	2	ENSMUSG00000116742	ENSMUST00000232475	Mmusculus	bm	65.1
Mouse BM (65.10%)	18	13760413	13760413	1	+	4	Distal Intergenic	Distal Intergenic	-25956	18	13728541	13734457	5917	2	ENSMUSG00000117608	ENSMUST00000234112	Mmusculus	bm	65.1
Mouse BM (65.10%)	X	67734526	67734526	1	+	4	Intron (ENSMUST00000088546/ENSMUSG00000000838, intron 2 of 16)	Intron	-3878	20	67738404	67749796	11393	1	ENSMUSG00000000838	ENSMUST00000142584	Mmusculus	bm	65.1
Mouse BM (65.10%)	2	155371574	155371574	1	+	3	Intron (ENSMUST00000029135/ENSMUSG00000027605, intron 2 of 17)	Intron	-11417	2	155346693	155360157	13465	2	ENSMUSG00000027603	ENSMUST00000147601	Mmusculus	bm	65.1
Mouse BM (65.10%)	3	27619717	27619717	1	+	3	Intron (ENSMUST00000195008/ENSMUSG00000039286, intron 4 of 26)	Intron	18927	3	27600790	27602018	1229	1	ENSMUSG00000106625	ENSMUST00000198723	Mmusculus	bm	65.1
Mouse BM (65.10%)	6	16855794	16855794	1	-	3	Intron (ENSMUST00000031533/ENSMUSG00000029553, intron 2 of 6)	Intron	-9799	6	16844196	16845995	1800	2	ENSMUSG00000029553	ENSMUST00000200984	Mmusculus	bm	65.1
Mouse BM (65.10%)	7	130483573	130483573	1	+	3	Promoter (<=1kb)	Promoter	-509	7	130484082	130487250	3169	1	ENSMUSG00000040268	ENSMUST00000154282	Mmusculus	bm	65.1
Mouse BM (65.10%)	7	135431402	135431402	1	-	3	Intron (ENSMUST00000209956/ENSMUSG00000109831, intron 3 of 3)	Intron	-24009	7	135455411	135457439	2029	1	ENSMUSG00000109898	ENSMUST00000211371	Mmusculus	bm	65.1
Mouse BM (65.10%)	8	125052317	125052317	1	+	3	Intron (ENSMUST00000034458/ENSMUSG00000089704, intron 6 of 15)	Intron	6217	8	125051517	125058534	7018	2	ENSMUSG00000089820	ENSMUST00000159796	Mmusculus	bm	65.1
Mouse BM (65.10%)	11	98553637	98553637	1	-	3	Promoter (1-2kb)	Promoter	-1540	11	98555177	98568534	13358	1	ENSMUSG00000017204	ENSMUST00000017348	Mmusculus	bm	65.1
Mouse BM (65.10%)	12	59278690	59278690	1	-	3	Distal Intergenic	Distal Intergenic	5272	12	59283893	59283962	70	2	ENSMUSG00002075460	ENSMUST00020183762	Mmusculus	bm	65.1
Mouse BM (65.10%)	14	51610924	51610924	1	-	3	Intron (ENSMUST00000162998/ENSMUSG00000068399, intron 3 of 6)	Intron	-3817	14	51614741	51618185	3445	1	ENSMUSG00000121466	ENSMUST00000226212	Mmusculus	bm	65.1
Mouse BM (65.10%)	14	60504531	60504531	1	+	3	Intron (ENSMUST00000022563/ENSMUSG00000021987, intron 1 of 13)	Intron	1744	14	60502787	60537970	35184	1	ENSMUSG00000021987	ENSMUST00000224366	Mmusculus	bm	65.1
Mouse BM (65.10%)	17	26538684	26538684	1	+	3	Intron (ENSMUST00000234840/ENSMUSG00000117551, intron 1 of 1)	Intron	2912	17	26536392	26541596	5205	2	ENSMUSG00000117551	ENSMUST00000234840	Mmusculus	bm	65.1
